time,flux,filt,sample,fluxerr
-6.20833333333332,-0.0574982802325791,g,25,0.12499954628732643
34.791666666666096,-2.0962643680233057,g,25,0.12499954628732643
40.958333333332654,-2.3692898803381652,g,25,0.12499954628732643
13.83333333333306,-0.7407695961182093,g,25,0.12499954628732643
22.166666666666263,-1.38448537963761,g,25,0.12499954628732643
-13.54166666666655,-1.1551504728180468,g,25,0.12499954628732643
45.99999999999924,-2.5728259121168584,g,25,0.12499954628732643
49.29166666666587,-2.6998636254414627,g,25,0.12499954628732643
10.624999999999774,-0.4549081380016098,g,25,0.12499954628732643
16.458333333333016,-0.9604149688608744,g,25,0.12499954628732643
19.541666666666313,-1.198698913300884,g,25,0.12499954628732643
-8.24999999999996,-0.6239853579536003,g,25,0.12499954628732643
36.95833333333274,-2.1960567293500795,g,25,0.12499954628732643
-3.833333333333354,0.2896536370960056,g,25,0.12499954628732643
2.6666666666665555,0.2318458972522599,g,25,0.12499954628732643
26.12499999999955,-1.6369602856519805,g,25,0.12499954628732643
-1.3750000000000555,0.3889453284522624,g,25,0.12499954628732643
29.999999999999503,-1.856049494654581,g,25,0.12499954628732643
43.083333333332654,-2.456719674723466,g,25,0.12499954628732643
-10.333333333333265,-1.395000156974202,g,25,0.12499954628732643
-6.20833333333332,0.3232107335705834,r,25,0.12499954628732643
34.791666666666096,-0.7541452434385505,r,25,0.12499954628732643
40.958333333332654,-0.8901035417166092,r,25,0.12499954628732643
13.83333333333306,0.064857394211458,r,25,0.12499954628732643
22.166666666666263,-0.342245513741048,r,25,0.12499954628732643
-13.54166666666655,-0.8809149079382124,r,25,0.12499954628732643
45.99999999999924,-0.9806246857929786,r,25,0.12499954628732643
49.29166666666587,-1.0325224493466223,r,25,0.12499954628732643
10.624999999999774,0.2506122322617976,r,25,0.12499954628732643
16.458333333333016,-0.0760599843169806,r,25,0.12499954628732643
19.541666666666313,-0.226768439402786,r,25,0.12499954628732643
-8.24999999999996,-0.2412577132575002,r,25,0.12499954628732643
36.95833333333274,-0.8056845423695975,r,25,0.12499954628732643
-3.833333333333354,0.6716102907857326,r,25,0.12499954628732643
2.6666666666665555,0.7037723709945745,r,25,0.12499954628732643
26.12499999999955,-0.495170300082119,r,25,0.12499954628732643
-1.3750000000000555,0.7882282275617101,r,25,0.12499954628732643
29.999999999999503,-0.6225582638730387,r,25,0.12499954628732643
43.083333333332654,-0.9301393484003916,r,25,0.12499954628732643
-10.333333333333265,-1.0102470707141291,r,25,0.12499954628732643
