time,flux,filt,sample,fluxerr
30.45833333333286,-2.257133127820683,g,20,0.04950628055150054
-6.124999999999952,-0.4856261342600518,g,20,0.04950628055150054
9.249999999999837,-0.743242328952487,g,20,0.04950628055150054
14.166666666666432,-1.1536125070401155,g,20,0.04950628055150054
11.791666666666464,-0.9583544582457292,g,20,0.04950628055150054
-3.624999999999988,-0.1872422474637147,g,20,0.04950628055150054
46.95833333333261,-3.1647558365932547,g,20,0.04950628055150054
34.99999999999946,-2.513122146659206,g,20,0.04950628055150054
5.916666666666545,-0.465128317271219,g,20,0.04950628055150054
24.29166666666628,-1.8831165175511408,g,20,0.04950628055150054
-12.749999999999858,-0.3211158693460767,g,20,0.04950628055150054
19.999999999999687,-1.5945520785058171,g,20,0.04950628055150054
38.58333333333274,-2.7092108467776903,g,20,0.04950628055150054
16.999999999999716,-1.37511180103494,g,20,0.04950628055150054
-1.2083333333333577,-0.1018820732363927,g,20,0.04950628055150054
27.083333333332916,-2.0573395805448023,g,20,0.04950628055150054
44.66666666666596,-3.0393504273939485,g,20,0.04950628055150054
-9.624999999999902,-1.146297746952996,g,20,0.04950628055150054
2.8333333333332553,-0.2420604946145914,g,20,0.04950628055150054
42.29166666666601,-2.91028794982309,g,20,0.04950628055150054
30.45833333333286,-1.265288670770449,r,20,0.04950628055150054
-6.124999999999952,0.0390486655943362,r,20,0.04950628055150054
9.249999999999837,-0.0583995556932919,r,20,0.04950628055150054
14.166666666666432,-0.3702239828149594,r,20,0.04950628055150054
11.791666666666464,-0.2189249459719633,r,20,0.04950628055150054
-3.624999999999988,0.2733869066012424,r,20,0.04950628055150054
46.95833333333261,-1.936826664432921,r,20,0.04950628055150054
34.99999999999946,-1.4646411737224234,r,20,0.04950628055150054
5.916666666666545,0.1372578873617769,r,20,0.04950628055150054
24.29166666666628,-0.962675606614308,r,20,0.04950628055150054
-12.749999999999858,0.1286128200909857,r,20,0.04950628055150054
19.999999999999687,-0.7256416711277041,r,20,0.04950628055150054
38.58333333333274,-1.6118406624625798,r,20,0.04950628055150054
16.999999999999716,-0.5469293788347507,r,20,0.04950628055150054
-1.2083333333333577,0.3501393403202293,r,20,0.04950628055150054
27.083333333332916,-1.1048714855399275,r,20,0.04950628055150054
44.66666666666596,-1.8493909296318096,r,20,0.04950628055150054
-9.624999999999902,-0.6066182470527863,r,20,0.04950628055150054
2.8333333333332553,0.2808740063970774,r,20,0.04950628055150054
42.29166666666601,-1.7579221403139016,r,20,0.04950628055150054
