time,flux,filt,sample,fluxerr
-17.374999999999925,0.0839040007194569,g,6,0.1233986814939641
-3.833333333332878,0.0795070583147712,g,6,0.1233986814939641
26.000000000001297,-1.4264361520821185,g,6,0.1233986814939641
-13.291666666666478,-1.3467986082656829,g,6,0.1233986814939641
20.458333333334483,-1.214862940682142,g,6,0.1233986814939641
9.541666666667515,-0.6044011831573641,g,6,0.1233986814939641
39.91666666666837,-1.8238369251064237,g,6,0.1233986814939641
16.541666666667705,-1.0288844255870089,g,6,0.1233986814939641
3.125000000000662,-0.1537911565481415,g,6,0.1233986814939641
34.12500000000153,-1.6695789569264896,g,6,0.1233986814939641
23.87500000000124,-1.3513017285264866,g,6,0.1233986814939641
-8.666666666666345,-0.3930881766323857,g,6,0.1233986814939641
6.041666666667409,-0.3569676744918553,g,6,0.1233986814939641
11.6250000000009,-0.7428554162421719,g,6,0.1233986814939641
32.04166666666814,-1.6118537228793066,g,6,0.1233986814939641
47.37500000000191,-2.0271218456162003,g,6,0.1233986814939641
44.29166666666848,-1.9411427939784505,g,6,0.1233986814939641
-6.083333333332936,-0.0429423085248714,g,6,0.1233986814939641
29.541666666668075,-1.5391441932139998,g,6,0.1233986814939641
14.25000000000098,-0.9030700066191492,g,6,0.1233986814939641
-17.374999999999925,0.1505455350484226,r,6,0.1233986814939641
-3.833333333332878,0.6190155226620426,r,6,0.1233986814939641
26.000000000001297,-0.6063002873063894,r,6,0.1233986814939641
-13.291666666666478,-0.9176370491157896,r,6,0.1233986814939641
20.458333333334483,-0.4499353841278513,r,6,0.1233986814939641
9.541666666667515,0.1084525833809273,r,6,0.1233986814939641
39.91666666666837,-0.7599605807688619,r,6,0.1233986814939641
16.541666666667705,-0.2886865026269696,r,6,0.1233986814939641
3.125000000000662,0.5165289971889742,r,6,0.1233986814939641
34.12500000000153,-0.7235966698504797,r,6,0.1233986814939641
23.87500000000124,-0.5553284135130525,r,6,0.1233986814939641
-8.666666666666345,0.0293109978705992,r,6,0.1233986814939641
6.041666666667409,0.3384990509078278,r,6,0.1233986814939641
11.6250000000009,-0.0224773298393543,r,6,0.1233986814939641
32.04166666666814,-0.7029283479358632,r,6,0.1233986814939641
47.37500000000191,-0.7859416126680223,r,6,0.1233986814939641
44.29166666666848,-0.7761338306162102,r,6,0.1233986814939641
-6.083333333332936,0.4366141338324212,r,6,0.1233986814939641
29.541666666668075,-0.6704600338629696,r,6,0.1233986814939641
14.25000000000098,-0.1731056763826082,r,6,0.1233986814939641
