time,flux,filt,sample
-17.83333333333327,-0.44821230150373026,g,0
-17.791666666666604,0.5794257266095855,g,0
-17.749999999999936,1.2380713789995461,g,0
-17.708333333333268,1.5525886066605352,g,0
-17.6666666666666,1.634624066858656,g,0
-17.624999999999932,1.5828654220916256,g,0
-17.583333333333265,1.465278581633438,g,0
-17.541666666666597,1.3237352157906876,g,0
-17.49999999999993,1.1820204211333802,g,0
-17.45833333333326,1.0524227889121818,g,0
-17.416666666666593,0.9402984262288854,g,0
-17.374999999999925,0.8470126736037962,g,0
-17.333333333333258,0.7717660094265426,g,0
-17.29166666666659,0.7126915480055196,g,0
-17.249999999999922,0.6674967815127175,g,0
-17.208333333333254,0.6338288629251743,g,0
-17.166666666666586,0.6094663753355256,g,0
-17.12499999999992,0.5924125684641552,g,0
-17.08333333333325,0.5809293084609735,g,0
-17.041666666666583,0.5735399973163453,g,0
-16.999999999999915,0.5690103232635764,g,0
-16.958333333333247,0.5663259136681376,g,0
-16.91666666666658,0.5646656556308045,g,0
-16.87499999999991,0.5633729248426818,g,0
-16.833333333333243,0.5619323410004107,g,0
-16.791666666666575,0.5599457855667112,g,0
-16.749999999999908,0.557114202691924,g,0
-16.70833333333324,0.5532182757394821,g,0
-16.666666666666572,0.5481040594210995,g,0
-16.624999999999904,0.5416740685497707,g,0
-16.583333333333236,0.5338702382029687,g,0
-16.54166666666657,0.5246721460530175,g,0
-16.4999999999999,0.5140854320105781,g,0
-16.458333333333233,0.5021368592219417,g,0
-16.416666666666565,0.4888699321559109,g,0
-16.374999999999897,0.47433986323968114,g,0
-16.33333333333323,0.45861095284064746,g,0
-16.29166666666656,0.44175461426886997,g,0
-16.249999999999893,0.42384541045071344,g,0
-16.208333333333226,0.4049604063803969,g,0
-16.166666666666558,0.38517832479833203,g,0
-16.12499999999989,0.36457712310024704,g,0
-16.083333333333222,0.3432334206472305,g,0
-16.041666666666554,0.32122346840913707,g,0
-15.999999999999886,0.29861942104751904,g,0
-15.958333333333218,0.2754926250946461,g,0
-15.91666666666655,0.25191056938563605,g,0
-15.874999999999883,0.22793832540673975,g,0
-15.833333333333215,0.2036371307070972,g,0
-15.791666666666547,0.17906625043925217,g,0
-15.74999999999988,0.15428023502238375,g,0
-15.708333333333211,0.12933117577020425,g,0
-15.666666666666544,0.10426848627577812,g,0
-15.624999999999876,0.07913826637119215,g,0
-15.583333333333208,0.053982985138762984,g,0
-15.54166666666654,0.028842993580628473,g,0
-15.499999999999872,0.0037559571777663336,g,0
-15.458333333333204,-0.02124356435322383,g,0
-15.416666666666536,-0.04612418305156396,g,0
-15.374999999999869,-0.07085475629659044,g,0
-15.3333333333332,-0.09540855379763613,g,0
-15.291666666666533,-0.11976023613884834,g,0
-15.249999999999865,-0.14388627771524654,g,0
-15.208333333333197,-0.16776541525704403,g,0
-15.16666666666653,-0.1913786289442747,g,0
-15.124999999999861,-0.214707446377016,g,0
-15.083333333333192,-0.23773643235183428,g,0
-15.041666666666526,-0.26045029342697035,g,0
-14.999999999999858,-0.2828368157972072,g,0
-14.958333333333188,-0.30488393414584536,g,0
-14.916666666666522,-0.32658126319857317,g,0
-14.874999999999854,-0.3479185668254381,g,0
-14.833333333333186,-0.36888910379894213,g,0
-14.791666666666519,-0.3894853184727758,g,0
-14.74999999999985,-0.4097011383813509,g,0
-14.708333333333181,-0.4295310870231184,g,0
-14.666666666666515,-0.44897120060834794,g,0
-14.624999999999847,-0.4680187097480548,g,0
-14.58333333333318,-0.48666920912507905,g,0
-14.541666666666512,-0.5049215801425682,g,0
-14.499999999999844,-0.5227751545438046,g,0
-14.458333333333176,-0.5402279973002244,g,0
-14.416666666666506,-0.5572798591503769,g,0
-14.374999999999838,-0.573932541330489,g,0
-14.333333333333172,-0.590184987710245,g,0
-14.291666666666504,-0.6060397280337249,g,0
-14.249999999999837,-0.6214970750964959,g,0
-14.208333333333169,-0.6365606962895392,g,0
-14.1666666666665,-0.6512319841544567,g,0
-14.124999999999833,-0.6655138692266043,g,0
-14.083333333333165,-0.6794091393052675,g,0
-14.041666666666497,-0.6929219365142281,g,0
-13.999999999999828,-0.7060543785015021,g,0
-13.95833333333316,-0.7188114295866121,g,0
-13.916666666666494,-0.7311966235854044,g,0
-13.874999999999826,-0.7432145339399803,g,0
-13.833333333333158,-0.7548689889300313,g,0
-13.79166666666649,-0.7661647572925716,g,0
-13.749999999999822,-0.7771063737757444,g,0
-13.708333333333155,-0.7876985312739571,g,0
-13.666666666666487,-0.7979459603884003,g,0
-13.624999999999819,-0.8078545935485053,g,0
-13.583333333333151,-0.8174283713342589,g,0
-13.541666666666483,-0.8266726105426763,g,0
-13.499999999999815,-0.8355931780897841,g,0
-13.458333333333147,-0.8441949899552981,g,0
-13.41666666666648,-0.8524830492529283,g,0
-13.374999999999812,-0.8604632759811786,g,0
-13.333333333333142,-0.8681401528638766,g,0
-13.291666666666476,-0.8755197311399598,g,0
-13.249999999999808,-0.8826075459189475,g,0
-13.20833333333314,-0.8894083540007962,g,0
-13.166666666666472,-0.8959284672354606,g,0
-13.124999999999805,-0.9021728718177506,g,0
-13.083333333333139,-0.9081464251163744,g,0
-13.041666666666469,-0.9138554830189598,g,0
-12.999999999999801,-0.9193046043288433,g,0
-12.958333333333135,-0.9244992937193963,g,0
-12.916666666666467,-0.9294452125437118,g,0
-12.874999999999797,-0.9341472828821011,g,0
-12.83333333333313,-0.9386112778468636,g,0
-12.791666666666462,-0.9428414605056368,g,0
-12.749999999999794,-0.9468434845429563,g,0
-12.708333333333126,-0.9506227934089821,g,0
-12.666666666666458,-0.9541847342301928,g,0
-12.62499999999979,-0.9575331049493663,g,0
-12.583333333333124,-0.9606737811476123,g,0
-12.541666666666455,-0.9636113688114349,g,0
-12.499999999999787,-0.9663510257036272,g,0
-12.458333333333117,-0.9688972453203064,g,0
-12.416666666666451,-0.9712548182514951,g,0
-12.374999999999783,-0.9734290340297136,g,0
-12.333333333333114,-0.9754237023969381,g,0
-12.291666666666446,-0.9772441409145571,g,0
-12.249999999999778,-0.9788946243041963,g,0
-12.208333333333112,-0.9803793382481629,g,0
