time,flux,filt,sample
-16.083333333333222,0.4991651681538727,g,0
-16.041666666666554,0.6887285678919923,g,0
-15.999999999999886,0.6144763465586074,g,0
-15.958333333333218,0.25653269164303083,g,0
-15.91666666666655,-0.2938335527023739,g,0
-15.874999999999883,-0.9430006413384255,g,0
-15.833333333333215,-1.6208473283787654,g,0
-15.791666666666547,-2.281126832046059,g,0
-15.74999999999988,-2.8960460024105394,g,0
-15.708333333333211,-3.4507014571927463,g,0
-15.666666666666544,-3.9387083426582308,g,0
-15.624999999999876,-4.35909348830533,g,0
-15.583333333333208,-4.714146827847372,g,0
-15.54166666666654,-5.008013968060013,g,0
-15.499999999999872,-5.245778486104946,g,0
-15.458333333333204,-5.432869689546553,g,0
-15.416666666666536,-5.574710030673398,g,0
-15.374999999999869,-5.676496457351998,g,0
-15.3333333333332,-5.743084440931828,g,0
-15.291666666666533,-5.77893367875604,g,0
-15.249999999999865,-5.788088202867758,g,0
-15.208333333333197,-5.774184511005867,g,0
-15.16666666666653,-5.740468261965006,g,0
-15.124999999999861,-5.689826331763548,g,0
-15.083333333333194,-5.624811656849474,g,0
-15.041666666666526,-5.547680225251142,g,0
-14.999999999999858,-5.4604154404275995,g,0
-14.95833333333319,-5.36476165277584,g,0
-14.916666666666522,-5.262246948928535,g,0
-14.874999999999854,-5.154210855238748,g,0
-14.833333333333186,-5.041824213807367,g,0
-14.791666666666519,-4.926109892537482,g,0
-14.74999999999985,-4.807955110539446,g,0
-14.708333333333183,-4.688136269674228,g,0
-14.666666666666515,-4.5673245749972935,g,0
-14.624999999999847,-4.4461021907037335,g,0
-14.58333333333318,-4.324971618627085,g,0
-14.541666666666512,-4.204367671679634,g,0
-14.499999999999844,-4.0846592310180085,g,0
-14.458333333333176,-3.966165176845198,g,0
-14.416666666666508,-3.849154594563611,g,0
-14.37499999999984,-3.733855406694264,g,0
-14.333333333333172,-3.6204580496412575,g,0
-14.291666666666504,-3.5091218177333765,g,0
-14.249999999999837,-3.3999758119678596,g,0
-14.208333333333169,-3.2931249559049185,g,0
-14.1666666666665,-3.188651703602037,g,0
-14.124999999999833,-3.0866195900049114,g,0
-14.083333333333165,-2.98707633599755,g,0
-14.041666666666497,-2.8900524975392905,g,0
-13.99999999999983,-2.7955675191937672,g,0
-13.958333333333162,-2.703628464599941,g,0
-13.916666666666494,-2.6142335679952033,g,0
-13.874999999999826,-2.5273722674432513,g,0
-13.833333333333158,-2.443026645380886,g,0
-13.79166666666649,-2.361171835628813,g,0
-13.749999999999822,-2.2817783107422684,g,0
-13.708333333333155,-2.2048119896217777,g,0
-13.666666666666487,-2.130234122898667,g,0
-13.624999999999819,-2.058003132424755,g,0
-13.583333333333151,-1.988075017697195,g,0
-13.541666666666483,-1.9204036781373546,g,0
-13.499999999999815,-1.8549400608255944,g,0
-13.458333333333147,-1.791634464225485,g,0
-13.41666666666648,-1.7304360227506237,g,0
-13.374999999999812,-1.6712935294936742,g,0
-13.333333333333142,-1.6141548007190103,g,0
-13.291666666666476,-1.5589666735652834,g,0
-13.249999999999808,-1.5056777263844126,g,0
-13.208333333333139,-1.4542352123955915,g,0
-13.166666666666472,-1.4045868153500578,g,0
-13.124999999999805,-1.3566810147484887,g,0
-13.083333333333137,-1.3104662951887995,g,0
-13.041666666666469,-1.2658920739647854,g,0
-12.999999999999801,-1.222908478689412,g,0
-12.958333333333131,-1.1814662986725857,g,0
-12.916666666666465,-1.1415171987610222,g,0
-12.874999999999797,-1.1030140703895626,g,0
-12.83333333333313,-1.0659093844350664,g,0
-12.791666666666462,-1.0301577873260328,g,0
-12.749999999999794,-0.9957153177788207,g,0
-12.708333333333126,-0.9625380368061194,g,0
-12.666666666666456,-0.9305829168171833,g,0
-12.624999999999789,-0.8998087992732984,g,0
-12.583333333333123,-0.8701751947891196,g,0
-12.541666666666455,-0.8416422331790869,g,0
-12.499999999999787,-0.8141715784296792,g,0
-12.458333333333119,-0.7877256696163251,g,0
-12.416666666666451,-0.7622682668384542,g,0
-12.374999999999783,-0.7377641894303615,g,0
-12.333333333333115,-0.7141787589823494,g,0
-12.291666666666448,-0.6914782853854824,g,0
-12.249999999999778,-0.6696309717598297,g,0
-12.20833333333311,-0.6486054738212914,g,0
-12.166666666666444,-0.6283703212236418,g,0
-12.124999999999776,-0.6088968219015172,g,0
-12.083333333333108,-0.5901561355221077,g,0
-12.04166666666644,-0.5721206909274947,g,0
-11.999999999999773,-0.5547629088392299,g,0
-11.958333333333105,-0.5380574582539204,g,0
-11.916666666666437,-0.5219792099633693,g,0
-11.874999999999769,-0.5065034331713747,g,0
-11.833333333333101,-0.49160713017068147,g,0
-11.791666666666433,-0.4772670962306229,g,0
-11.749999999999766,-0.463461240755052,g,0
-11.708333333333098,-0.45016842752015407,g,0
-11.66666666666643,-0.437368376982306,g,0
-11.624999999999762,-0.42504101226295177,g,0
-11.583333333333092,-0.41316720986124267,g,0
-11.541666666666426,-0.40172902759023543,g,0
-11.499999999999758,-0.39070751888072763,g,0
-11.45833333333309,-0.38008625042283484,g,0
-11.416666666666423,-0.3698483290038901,g,0
