time,flux,filt,sample
-19.124999999999975,-2.837718686348172,g,0
-19.083333333333307,-2.739363927838781,g,0
-19.04166666666664,-2.889418934089239,g,0
-18.99999999999997,-3.2769207472668853,g,0
-18.958333333333304,-3.8004236968078153,g,0
-18.916666666666636,-4.3718467978715125,g,0
-18.874999999999968,-4.932352277672898,g,0
-18.8333333333333,-5.447614615589416,g,0
-18.791666666666632,-5.900308779761101,g,0
-18.749999999999964,-6.283954502146106,g,0
-18.708333333333297,-6.59858316189208,g,0
-18.66666666666663,-6.847897501855513,g,0
-18.62499999999996,-7.037469343386274,g,0
-18.583333333333293,-7.173631938276941,g,0
-18.541666666666625,-7.262831576775781,g,0
-18.499999999999957,-7.311248592147059,g,0
-18.45833333333329,-7.324609424013033,g,0
-18.41666666666662,-7.308097395511258,g,0
-18.374999999999954,-7.266333177188216,g,0
-18.333333333333286,-7.20339308814437,g,0
-18.291666666666618,-7.1228422292231635,g,0
-18.24999999999995,-7.027780351353208,g,0
-18.208333333333282,-6.9208923736267,g,0
-18.166666666666615,-6.804493892658108,g,0
-18.124999999999947,-6.680576360840121,g,0
-18.08333333333328,-6.550848473234446,g,0
-18.04166666666661,-6.416771508489372,g,0
-17.999999999999943,-6.279594708124794,g,0
-17.958333333333275,-6.140383537137318,g,0
-17.916666666666607,-6.000040185712852,g,0
-17.87499999999994,-5.859331503295806,g,0
-17.83333333333327,-5.7189048237385975,g,0
-17.791666666666604,-5.579305631025758,g,0
-17.749999999999936,-5.44099007627058,g,0
-17.708333333333268,-5.304338870138832,g,0
-17.6666666666666,-5.169666509937656,g,0
-17.624999999999932,-5.037231238719055,g,0
-17.583333333333265,-4.907243514452571,g,0
-17.541666666666597,-4.779870448268049,g,0
-17.49999999999993,-4.6552441240608005,g,0
-17.45833333333326,-4.533466055249587,g,0
-17.416666666666593,-4.414609639366336,g,0
-17.374999999999925,-4.298727250548264,g,0
-17.333333333333258,-4.18585034460931,g,0
-17.29166666666659,-4.07599442921585,g,0
-17.249999999999922,-3.9691604389913664,g,0
-17.208333333333254,-3.8653372067205076,g,0
-17.166666666666586,-3.7645032584735,g,0
-17.12499999999992,-3.6666287413179965,g,0
-17.08333333333325,-3.5716760264825176,g,0
-17.041666666666583,-3.4796014192925995,g,0
-16.999999999999915,-3.390356799269103,g,0
-16.958333333333247,-3.3038895486596402,g,0
-16.91666666666658,-3.2201430324186546,g,0
-16.87499999999991,-3.139058796727543,g,0
-16.833333333333243,-3.0605762446506546,g,0
-16.791666666666575,-2.9846326010306683,g,0
-16.749999999999908,-2.9111648171807296,g,0
-16.70833333333324,-2.840108527736465,g,0
-16.666666666666572,-2.771399253470115,g,0
-16.624999999999904,-2.7049726207436002,g,0
-16.583333333333236,-2.6407633574873657,g,0
-16.54166666666657,-2.5787077979101873,g,0
-16.4999999999999,-2.51874240598881,g,0
-16.458333333333236,-2.4608038909100287,g,0
-16.416666666666565,-2.404830798459326,g,0
-16.374999999999897,-2.3507612780222225,g,0
-16.33333333333323,-2.298535695069262,g,0
-16.291666666666565,-2.2480946630713454,g,0
-16.249999999999893,-2.1993805937308224,g,0
-16.208333333333226,-2.152336835059259,g,0
-16.166666666666558,-2.1069084357986583,g,0
-16.12499999999989,-2.063039802822612,g,0
-16.083333333333222,-2.0206794466862377,g,0
-16.041666666666554,-1.9797758055279573,g,0
-15.999999999999885,-1.9402784193542537,g,0
-15.958333333333218,-1.9021387019306637,g,0
-15.91666666666655,-1.8653084784526044,g,0
-15.874999999999883,-1.8297424566695781,g,0
-15.833333333333215,-1.795394741344964,g,0
-15.791666666666547,-1.7622227432701756,g,0
-15.74999999999988,-1.73018344087021,g,0
-15.70833333333321,-1.6992362720095073,g,0
-15.666666666666542,-1.669340753181043,g,0
-15.624999999999876,-1.6404591591686817,g,0
-15.583333333333208,-1.612553441777969,g,0
-15.54166666666654,-1.5855871130031467,g,0
-15.499999999999872,-1.5595261173587076,g,0
-15.458333333333204,-1.5343359046173468,g,0
-15.416666666666536,-1.5099834900702263,g,0
-15.374999999999869,-1.4864370727501708,g,0
-15.3333333333332,-1.463666018093587,g,0
-15.291666666666531,-1.4416409751337262,g,0
-15.249999999999863,-1.4203326549278827,g,0
-15.208333333333197,-1.3997136470299836,g,0
-15.16666666666653,-1.3797568264004418,g,0
-15.124999999999861,-1.3604367681869647,g,0
-15.083333333333194,-1.3417279091402534,g,0
-15.041666666666526,-1.3236065322681867,g,0
-14.999999999999858,-1.3060493801274653,g,0
