time,flux,filt,sample,flux_rand,flux_err
10.249999999999782,-0.0379744775294064,g,29,-0.19078580940227194,0.15597687387282913
-1.4166666666667216,0.1777660292171283,g,29,-0.11549363776599651,0.15597687387282913
-8.208333333333293,-0.4732550327322791,g,29,-0.9282074311253192,0.15597687387282913
48.29166666666588,-2.824857679289245,g,29,-2.7968819936494773,0.15597687387282913
42.91666666666601,-2.3963032073653885,g,29,-2.6637996973911475,0.15597687387282913
17.95833333333299,-0.5174532370090965,g,29,-0.679098506072664,0.15597687387282913
35.20833333333277,-1.7930911862672367,g,29,-1.5349925852090156,0.15597687387282913
-13.12499999999989,-1.3130540710344292,g,29,-1.581157665946838,0.15597687387282913
-3.7916666666666914,0.0465563125815187,g,29,-0.14117459037684102,0.15597687387282913
3.5416666666665413,0.2158477331533745,g,29,-0.4080319099708062,0.15597687387282913
25.66666666666623,-1.0698228150566005,g,29,-1.1660420278346113,0.15597687387282913
12.41666666666642,-0.1601614504083066,g,29,-0.17468794571752988,0.15597687387282913
6.291666666666506,0.1414826454752997,g,29,0.5022220470862906,0.15597687387282913
22.666666666666277,-0.850048324447652,g,29,-0.7918612927777853,0.15597687387282913
38.49999999999937,-2.0489052639199024,g,29,-2.0063526398208418,0.15597687387282913
45.5833333333326,-2.608170852510902,g,29,-2.108281587821575,0.15597687387282913
-10.624999999999924,-0.9746284666758064,g,29,-0.31227251518502164,0.15597687387282913
15.708333333333032,-0.366460519127358,g,29,-0.6047972834801731,0.15597687387282913
31.208333333332806,-1.4862135676541754,g,29,-1.581328622448799,0.15597687387282913
-14.041666666666544,-0.1516705027047145,r,29,-0.2069036227676045,0.07788722363924931
48.79166666666588,-1.6425286348441863,r,29,-1.6316968394338924,0.07788722363924931
46.54166666666594,-1.520057568952435,r,29,-1.2817072442591675,0.07788722363924931
27.6666666666662,-0.4702208027923547,r,29,-0.6600517226772704,0.07788722363924931
1.7083333333332305,1.0875574537065802,r,29,0.8538017776319567,0.07788722363924931
37.458333333332725,-1.0244289731003065,r,29,-1.0355713998898401,0.07788722363924931
24.41666666666623,-0.2758767491965237,r,29,-0.008398248602644223,0.07788722363924931
3.791666666666534,1.0240718199179248,r,29,0.9013039999652894,0.07788722363924931
10.083333333333114,0.6633726483354927,r,29,0.7531368401634151,0.07788722363924931
-2.0000000000000484,1.0368007170308218,r,29,1.2799850471429421,0.07788722363924931
12.374999999999751,0.508914803086725,r,29,0.5577759000770427,0.07788722363924931
42.708333333332625,-1.3115488209631927,r,29,-1.1066245891788997,0.07788722363924931
-10.083333333333266,-0.538709548299316,r,29,-0.6454234900101108,0.07788722363924931
-7.624999999999967,0.1814579304259247,r,29,-0.06937165843208169,0.07788722363924931
18.291666666666327,0.1112594347348547,r,29,0.06711036822255285,0.07788722363924931
32.24999999999948,-0.7341854554140603,r,29,-0.6095750035808042,0.07788722363924931
15.833333333333035,0.2745133838892037,r,29,0.29604175457563836,0.07788722363924931
22.166666666666263,-0.1370200388471651,r,29,-0.30366076949237614,0.07788722363924931
40.45833333333268,-1.1888823199474992,r,29,-1.3511030848639631,0.07788722363924931
