time,flux,filt,sample,flux_rand,flux_err
20.500000000001155,-0.8309863973552112,g,10,-1.5234332523395588,0.1841714156619436
23.500000000001233,-1.0680103338871376,g,10,-0.951784510441444,0.1841714156619436
3.87500000000068,0.1028997993666536,g,10,0.47288381834151116,0.1841714156619436
1.8333333333339552,0.1067943696344713,g,10,0.30991761833333853,0.1841714156619436
-14.374999999999842,-0.2880256341668499,g,10,-0.14701965076594462,0.1841714156619436
-5.999999999999604,-0.3117812650629048,g,10,-0.45974343085563185,0.1841714156619436
42.750000000001755,-2.5992995213364978,g,10,-2.45245837931729,0.1841714156619436
-17.12499999999992,-0.2324261818716948,g,10,-0.8436680074865952,0.1841714156619436
46.916666666668554,-2.916157772126578,g,10,-3.0408561862525567,0.1841714156619436
10.875000000000876,-0.1581004310449003,g,10,-0.2936795704216323,0.1841714156619436
-1.5416666666661407,0.0120811632503432,g,10,-0.14780784230824656,0.1841714156619436
44.875000000001826,-2.7617616406319883,g,10,-2.5669333200493756,0.1841714156619436
28.833333333334725,-1.4973473658930452,g,10,-1.5999084880433154,0.1841714156619436
32.16666666666814,-1.7658908342592632,g,10,-1.872607221868981,0.1841714156619436
38.16666666666833,-2.242979344804759,g,10,-1.6885542472047659,0.1841714156619436
34.25000000000154,-1.9326987686375112,g,10,-1.8226396945433794,0.1841714156619436
26.625000000001325,-1.3190744999523218,g,10,-1.0254843417368364,0.1841714156619436
-8.70833333333301,-0.5433808029028775,g,10,-0.9545881121280124,0.1841714156619436
15.66666666666768,-0.4684674356275593,g,10,-0.6009292592648631,0.1841714156619436
8.333333333334144,-0.0285146010789389,g,10,-0.12771374764951554,0.1841714156619436
46.166666666668526,-1.7367230055928289,r,10,-1.9432188605011163,0.0747817679050917
-7.2083333333329715,0.0981060873480608,r,10,0.26119141346424285,0.0747817679050917
21.45833333333452,-0.030830726312125,r,10,-0.018875644554921384,0.0747817679050917
12.875000000000943,0.401376714656358,r,10,0.35949057510313026,0.0747817679050917
-9.833333333333044,-0.1128859180213552,r,10,-0.40864943667177794,0.0747817679050917
-2.291666666666162,0.4462485448049129,r,10,0.4594568348789709,0.0747817679050917
14.958333333334329,0.3121057554174555,r,10,0.46497098178174184,0.0747817679050917
41.25000000000174,-1.3766434717506648,r,10,-1.4887936751415054,0.0747817679050917
32.291666666668156,-0.7350912615334693,r,10,-0.9033455238453121,0.0747817679050917
2.70833333333398,0.5920884693663808,r,10,0.6272205299357166,0.0747817679050917
29.58333333333474,-0.5488672133516808,r,10,-0.39313519031096744,0.0747817679050917
25.000000000001275,-0.2475066098428193,r,10,-0.28527957832375844,0.0747817679050917
18.041666666667748,0.1599693571024367,r,10,0.13541975211105395,0.0747817679050917
35.12500000000157,-0.9346081732001892,r,10,-0.9948856606262277,0.0747817679050917
-12.8749999999998,-0.1909034755329344,r,10,-0.2941287615597328,0.0747817679050917
6.583333333334091,0.5794567497383767,r,10,0.5696663865252823,0.0747817679050917
-18.541666666666625,-0.9487305072684472,r,10,-0.9320960469041966,0.0747817679050917
39.20833333333504,-1.2281170635091776,r,10,-1.1897637591125907,0.0747817679050917
-15.833333333333217,0.1090444194654267,r,10,0.14459199232185865,0.0747817679050917
