time,flux,filt,sample,flux_rand,flux_err
-14.249999999999837,-0.4998116279720221,g,18,-0.5973199207602042,0.21106656949055572
-0.6249999999994479,-0.4552481507101085,g,18,0.19348971315176328,0.21106656949055572
13.416666666667618,-1.043183467527502,g,18,-1.238036386386513,0.21106656949055572
27.041666666668007,-2.236351420890532,g,18,-3.0367437066409595,0.21106656949055572
-10.874999999999742,-1.122992118755768,g,18,-0.8722987251059549,0.21106656949055572
37.83333333333498,-3.1427700626549004,g,18,-3.212900668040464,0.21106656949055572
-4.29166666666622,-0.6455868893099641,g,18,-0.6087501419051152,0.21106656949055572
18.12500000000108,-1.445618221343583,g,18,-1.9387116265847528,0.21106656949055572
4.291666666667362,-0.4774901656986507,g,18,-0.5027995151462802,0.21106656949055572
41.54166666666845,-3.4365190041946185,g,18,-3.013756553473439,0.21106656949055572
-8.541666666666341,-1.020177972895258,g,18,-0.9366648210699197,0.21106656949055572
2.2500000000006337,-0.433739948829615,g,18,-0.5741934380265856,0.21106656949055572
-6.333333333332947,-0.8208052435611357,g,18,-0.5542760614879323,0.21106656949055572
9.583333333334169,-0.7533888203261974,g,18,-0.6291831457980078,0.21106656949055572
7.083333333334108,-0.5992390470957787,g,18,-0.3186171344504963,0.21106656949055572
23.333333333334572,-1.9089700868936423,g,18,-1.7804472443415542,0.21106656949055572
15.500000000001004,-1.2173107647300867,g,18,-1.5014583991335853,0.21106656949055572
34.25000000000155,-2.850436777150449,g,18,-2.8965400518328996,0.21106656949055572
34.33333333333486,-1.8659184682292107,r,18,-1.5915681144485363,0.21085861802276004
2.7500000000006444,0.0304134179150246,r,18,-0.29235647497605033,0.21085861802276004
27.08333333333467,-1.3613530125338509,r,18,-1.449157201242986,0.21085861802276004
30.87500000000144,-1.6294869982657971,r,18,-1.8006668940610278,0.21085861802276004
-7.0416666666663,-0.5380839844834711,r,18,-1.0122973694598447,0.21085861802276004
-10.416666666666393,-0.783123832132258,r,18,-0.8278770420421218,0.21085861802276004
17.458333333334394,-0.663998526659153,r,18,-0.5774354776945727,0.21085861802276004
-13.749999999999822,-0.345597784302285,r,18,-0.7895099933774168,0.21085861802276004
-2.874999999999512,-0.1591757705991163,r,18,-0.011088499020271252,0.21085861802276004
13.250000000000943,-0.3788553216806782,r,18,-0.32764895937261646,0.21085861802276004
24.500000000001258,-1.174593436471234,r,18,-1.4991277458692225,0.21085861802276004
-0.874999999999455,-0.0452588130148328,r,18,0.2705899706662257,0.21085861802276004
7.125000000000769,-0.0578607289211845,r,18,0.3267000232466633,0.21085861802276004
20.20833333333448,-0.8616738469520939,r,18,-0.4839942412156078,0.21085861802276004
9.166666666667496,-0.146137685314045,r,18,0.11985917449829978,0.21085861802276004
22.333333333334544,-1.016586029193121,r,18,-0.772530747606787,0.21085861802276004
41.04166666666838,-2.299597395286561,r,18,-2.282378483642001,0.21085861802276004
