,SNID,Filter,n_points,GOPREAUX_bias,GOPREAUX_mad,GOPREAUX_iqr,GOPREAUX_chi2,median_residuals
0,10000867,g,5,-1.298997790224213,0.13067056234348073,0.15700238855732662,2.3152888624321646,-1.298997790224213
1,10000867,i,4,-2.035100406481084,0.145939655291342,0.40293787172883233,9.109870373077463,-2.035100406481084
2,10000867,r,12,-1.7613727938904429,0.10906889973522971,0.42584969590167043,6.924033137959625,-1.7613727938904429
3,10029460,g,2,-2.819038529156467,0.06454682800868472,0.06454682800868472,7.539151084371522,-2.819038529156467
4,10029460,i,6,-2.2680191486129,0.07767956354140582,0.1254109452027956,29.691719256026133,-2.2680191486129
5,10029460,r,6,-2.393183260267295,0.18517730878839855,0.5387829246095075,16.443752387726864,-2.393183260267295
6,10036603,i,6,-2.4901516759658935,0.060147059877809106,0.3315410011551645,20.200319224934447,-2.4901516759658935
7,10036603,r,6,-2.365126170442094,0.0957147688106752,0.15427584723719967,11.368159322386648,-2.365126170442094
8,10056983,i,8,-2.4846503514680816,0.039709962375996444,0.08023971189025492,19.66155589815024,-2.4846503514680816
9,10056983,r,6,-2.152216222142898,0.08005756668834563,0.27693782466038996,13.783108489415676,-2.152216222142898
10,10102047,g,6,-0.45790676004742614,0.06605183068825349,0.10203228971760347,0.41534736337329453,-0.45790676004742614
11,10102047,i,6,-0.8397435807091169,0.019485587694771045,0.031093599463378863,2.1076919626742874,-0.8397435807091169
12,10102047,r,7,-1.0145162731471378,0.049151002876552496,0.09483294829347488,3.0912259387996888,-1.0145162731471378
13,10128875,g,3,-1.0532880299685514,0.1835026996957847,0.3715474575345058,1.3784757526795026,-1.0532880299685514
14,10128875,i,6,-0.8369227990511405,0.11086100642764807,0.21948651374266848,1.3173384269648907,-0.8369227990511405
15,10128875,r,7,-1.2706915433804635,0.11072098760277349,0.5687741964271393,2.0030836950272315,-1.2706915433804635
16,10194631,g,3,-1.494707974667159,0.15934356548166484,0.35098543533428384,3.026591250505232,-1.494707974667159
17,10194631,i,4,-0.9520937173637538,0.15766747717673446,0.20168005706100212,1.7070584016677732,-0.9520937173637538
18,10194631,r,6,-1.25015212859098,0.2680674945177597,0.4525000359888096,3.4724795232099823,-1.25015212859098
19,10210591,g,5,-1.2128999705297434,0.3291544837846412,0.3484641718440391,3.3002851801584905,-1.2128999705297434
20,10210591,i,6,-1.414721380598763,0.32060662377271354,0.6445821268550571,3.319067144647749,-1.414721380598763
21,10210591,r,5,-1.052165930111046,0.02261720324884764,0.753986484336985,3.9945584591703445,-1.052165930111046
22,10210591,u,6,-1.4159936860931892,0.03030070362788506,0.04632783660138995,2.5491862114934754,-1.4159936860931892
23,10225033,g,2,-1.4657496635224438,0.46271772338787887,0.46271772338787875,4.028428456694585,-1.4657496635224438
24,10225033,i,6,-1.1139736159064597,0.09446371157491418,0.6608620783314871,9.207531211516073,-1.1139736159064597
25,10225033,r,7,-1.4470335312509655,0.17617397238111532,0.2713189115276373,10.564447987422415,-1.4470335312509655
26,10275759,g,2,-1.4090306948916038,0.1401301051970555,0.14013010519705538,6.747032595076696,-1.4090306948916038
27,10275759,i,9,-1.5458319946807428,0.1416668730357511,0.27942702172559786,14.010986918119393,-1.5458319946807428
28,10275759,r,8,-1.6810420795877743,0.21695481899276603,0.49984536443125394,9.947895162595373,-1.6810420795877743
29,10292483,i,10,-1.9068138136641295,0.11139120283797777,0.37891608785901565,7.532384316675319,-1.9068138136641295
30,10292483,r,9,-1.7746697653828458,0.16124094242756737,0.29626341035738957,6.885469879325223,-1.7746697653828458
31,10295561,g,2,-1.7246243347245913,0.014807991392700837,0.014807991392701059,4.195737888501071,-1.7246243347245913
32,10295561,i,9,-1.4620069264867817,0.4240714857453911,0.616070649573965,5.4910453064392835,-1.4620069264867817
33,10295561,r,7,-1.683435492185538,0.40930575302212713,0.5721473496369054,7.10715151455055,-1.683435492185538
34,10297327,i,5,-0.751671502474704,0.035849987547686535,0.0688751015098028,3.2803834266049825,-0.751671502474704
35,10297327,r,6,-1.149773090555088,0.05132882735772082,0.10251057516565054,5.753738575511833,-1.149773090555088
36,1034512,g,2,-0.7612288959268454,0.029414310222086737,0.029414310222086737,2.340119982888378,-0.7612288959268454
37,1034512,i,7,-0.8470239214326407,0.12454031604036364,0.2006685219001344,3.0411937502970323,-0.8470239214326407
38,1034512,r,5,-0.9990030033240974,0.0387396361689637,0.056710860933347096,5.079491608463232,-0.9990030033240974
39,1034512,u,2,-0.7681498904264494,0.27525258159743626,0.27525258159743626,1.7952752138902008,-0.7681498904264494
40,10431998,g,3,-1.739526217579729,0.0897742433994968,0.17610447559365006,5.829576136911857,-1.739526217579729
41,10431998,i,7,-1.9179710808339085,0.365577899835527,0.5603799924169373,11.174642474183683,-1.9179710808339085
42,10431998,r,8,-2.0336407693318197,0.04187887189437278,0.2589279266879161,10.259333458602246,-2.0336407693318197
43,1043280,g,3,-1.087152771718866,0.20250285938070278,0.42564451083022303,2.57960541353887,-1.087152771718866
44,1043280,i,9,-1.6369347862618986,0.14739712230171964,0.6075979225224506,7.2229869194600145,-1.6369347862618986
45,1043280,r,9,-1.3290520819321598,0.12416932449220819,0.17859075833602955,5.424442924820624,-1.3290520819321598
46,10448516,g,2,-0.9394590328321175,0.3016271146661409,0.3016271146661409,2.7344559479444515,-0.9394590328321175
47,10448516,i,4,-1.6476882560864476,0.0905621667180172,0.19470885039907415,16.03164759383397,-1.6476882560864476
48,10448516,r,6,-1.4623561955633417,0.060783073180281644,0.14093015836601297,10.492161823013278,-1.4623561955633417
49,10459564,g,3,-1.4917444096500045,0.017982461721679277,0.03766475264002489,7.045253795322378,-1.4917444096500045
50,10459564,i,5,-1.7437481857703065,0.2824494459485216,0.5361875704838945,5.470362726473146,-1.7437481857703065
51,10459564,r,5,-1.6293625808675731,0.07391170954175585,0.5772592780619525,8.86394799068147,-1.6293625808675731
52,10470313,g,2,-0.6928335796319515,0.035256385803222545,0.035256385803222434,1.7774227687447213,-0.6928335796319515
53,10470313,i,10,-1.008772226210901,0.06473995797171139,0.3838081777042621,3.4520335276893874,-1.008772226210901
54,10470313,r,7,-1.1490102654242764,0.1651163097591406,0.3898272722049716,5.057550048833918,-1.1490102654242764
55,1050609,i,7,-1.1949880114242641,0.15434451400727478,0.28442194645554375,3.001054439687419,-1.1949880114242641
56,1050609,r,5,-1.1573872662193079,0.023244027742821416,0.03276033641230103,3.201783755788862,-1.1573872662193079
57,10531138,i,6,-1.997984077295199,0.1583415711890126,0.3643807564337924,20.019458107495186,-1.997984077295199
58,10531138,r,10,-1.6951330269032516,0.332103202037872,0.6662865489755787,12.64291207793222,-1.6951330269032516
