,SNID,Filter,n_points,GOPREAUX_bias,GOPREAUX_mad,GOPREAUX_iqr,GOPREAUX_chi2,median_residuals
0,10170111,g,7,-1.2357363584508945,0.02541811727347154,0.1178461041342711,2.3793191025752924,-1.2357363584508945
1,10170111,r,9,-0.817889058463992,0.10180570228879393,0.11401092420983594,1.0384846224950086,-0.817889058463992
2,10170111,u,5,-1.8228317655545494,0.08244510409379169,0.15973346389457133,3.670010620623271,-1.8228317655545494
3,10211092,g,6,0.9479943946439661,0.6652493134559353,1.444658134018032,2.4201467682666364,0.9479943946439661
4,10211092,i,4,1.8850994381082828,0.49677041841221825,0.8669342592235911,5.30578691179703,1.8850994381082828
5,10211092,r,9,1.4042098270874235,0.774858459102951,1.5150530384143022,5.406108766256223,1.4042098270874235
6,10211092,u,4,1.7574527762518568,0.7823821918808582,1.605603597372252,4.2288830808569,1.7574527762518568
7,10219344,g,2,-0.5313422057219044,0.06062958319258227,0.06062958319258227,0.6273852598350936,-0.5313422057219044
8,10219344,i,10,-0.2735503435263348,0.17084564567365856,0.3015109321510579,0.29877586166160996,-0.2735503435263348
9,10219344,r,11,-0.4268624612298395,0.04160227784647674,0.31692027406844225,0.335233258190856,-0.4268624612298395
10,10219344,u,3,-0.4655945898564817,0.012835915014882238,0.03695111509439147,0.37835585031579155,-0.4655945898564817
11,10243669,g,6,-0.7583145125560743,0.017038954248168148,0.028079397381098103,0.9794493208296225,-0.7583145125560743
12,10243669,i,7,-0.10983176388409488,0.08906159458219431,0.15867024966198623,0.056665539835110836,-0.10983176388409488
13,10243669,r,7,-0.33200096036558935,0.031911537259713185,0.13337694477851536,0.19967564529369436,-0.33200096036558935
14,10243669,u,4,-0.8671210804388526,0.020172199412230807,0.03559458594645437,1.095489828868797,-0.8671210804388526
15,10375424,g,2,1.8530142892840888,0.16510573137729323,0.165105731377293,3.578204112996665,1.8530142892840888
16,10375424,i,2,1.39440060111468,0.32360314874287965,0.32360314874287965,4.5450809164702175,1.39440060111468
17,10375424,r,5,1.603552000949365,0.09513092180756466,0.1372132791351206,4.277515184597588,1.603552000949365
18,10375424,u,2,1.1340402840227943,0.24707219043963502,0.24707219043963513,1.5088882386283862,1.1340402840227943
19,1037944,g,4,-0.423059951825562,0.06948217300043402,0.08006756774255619,0.2394664407196428,-0.423059951825562
20,1037944,i,3,0.017296322135186948,0.049865846963655036,0.07912966609270322,0.00832833981623605,0.017296322135186948
21,1037944,r,7,-0.23953830948888655,0.13051102080134003,0.19079556288079447,0.15411856741187338,-0.23953830948888655
22,1037944,u,4,-0.48829070975902933,0.03087003144200917,0.07417527658931744,0.32570268683864595,-0.48829070975902933
23,10379731,g,3,0.8489013799139524,0.024868145515545503,0.05905653578292713,1.2504414996945838,0.8489013799139524
24,10379731,i,7,1.1608669545177082,0.23975626826128904,0.3854795921910219,2.473906103885961,1.1608669545177082
25,10379731,r,8,1.2383664121886442,0.22686416601081028,0.4664621529412094,2.9663249537741674,1.2383664121886442
26,10409816,g,4,-0.7664619394552643,0.028867190147342514,0.07573650967139833,1.0620183044392177,-0.7664619394552643
27,10409816,r,7,-0.22437155567763023,0.08545152959605318,0.09556223040511724,0.12099552865424056,-0.22437155567763023
28,10409816,u,2,-1.0330756397944678,0.011915176900952784,0.011915176900952895,1.3571740887556243,-1.0330756397944678
29,10478031,g,3,1.901761012107188,0.10557456439044954,0.1514065375703355,5.791231412320092,1.901761012107188
30,10478031,i,4,1.6639406698493913,0.3053529777397914,0.526026406627442,6.957526050920757,1.6639406698493913
31,10478031,r,4,1.4876549252318934,0.29280799939146096,0.6446523827928055,5.773401522047482,1.4876549252318934
32,10478031,u,2,1.8710899836067552,0.35539970081439465,0.35539970081439476,4.6429910523665825,1.8710899836067552
33,10542320,g,5,0.33054685211503254,0.16908632370097143,0.27750422912224293,0.22297836156437006,0.33054685211503254
34,10542320,i,2,0.5488640946463333,0.14262991575481554,0.1426299157548156,0.8148337334144102,0.5488640946463333
35,10542320,r,6,0.39492381456062164,0.22717634392076064,0.463877744712959,0.6243153358090505,0.39492381456062164
36,10542320,u,3,0.16712703869916146,0.20803641628212555,0.23650245790536284,0.09404833838020636,0.16712703869916146
37,1054291,g,2,2.123920456536082,0.009973360387637298,0.009973360387637076,5.604454395725295,2.123920456536082
38,1054291,i,4,1.5406496081835208,0.21637659018834365,0.3499347973473377,5.4408553895499585,1.5406496081835208
39,1054291,r,4,1.551176761828619,0.10220841016265636,0.19770700356690574,4.828214728230015,1.551176761828619
40,10605209,g,4,2.2709673376762627,0.28266808451990055,0.5267935147566836,5.3748250132069515,2.2709673376762627
41,10605209,i,3,1.864966967736172,0.0902094763332566,0.10353291542959564,5.551251052032334,1.864966967736172
42,10605209,r,5,1.70953254747539,0.19733961090299523,0.20513357130458099,4.2717913890232,1.70953254747539
43,10605209,u,3,1.565973879826934,0.017999938333436383,0.10054137376689742,2.2466713692955005,1.565973879826934
44,10672510,g,4,0.0849510030130366,0.29491969827922937,0.5786908032948272,0.1404662110845384,0.0849510030130366
45,10672510,i,4,0.056849612067587096,0.10389671426118463,0.2660622025871411,0.08396733613475686,0.056849612067587096
46,10672510,r,3,0.013173341475672729,0.16535816405407688,0.22711850435939634,0.0942056987443494,0.013173341475672729
47,10701326,g,6,1.1305178009644514,0.6651214685310342,1.154193311098287,2.637483907576909,1.1305178009644514
48,10701326,i,11,1.2543308280393648,0.2684000704687399,0.7833399756820527,4.0601178284591235,1.2543308280393648
49,10701326,r,20,1.6027488070890485,0.46572323618014233,0.7372526713963587,3.912749926613327,1.6027488070890485
50,10701326,u,7,0.5062337753482735,0.02090556656651299,0.06454869848755229,0.5083909065177085,0.5062337753482735
51,10889604,g,5,-0.6495839035300732,0.010462824994036835,0.01633561536275785,0.861702101582242,-0.6495839035300732
52,10889604,i,14,0.08770080295185356,0.15172698430470688,0.2894730750694314,0.08484616196581389,0.08770080295185356
53,10889604,r,10,-0.27472231735827113,0.049186813253597084,0.2456110853835251,0.15025740593239412,-0.27472231735827113
54,10889604,u,3,-0.8314485944696344,0.007044689167452489,0.016543634595512113,1.186451635356841,-0.8314485944696344
55,11047307,g,7,-0.16090113603314382,0.11335709188906185,0.40460610845381084,0.29256531805064506,-0.16090113603314382
56,11047307,i,6,-0.5863093718302564,0.06815138242188423,0.13359331674915653,0.682848410100093,-0.5863093718302564
57,11047307,r,13,-0.4761544813995664,0.13212312405129012,0.1854155285388155,0.4264739885152467,-0.4761544813995664
58,11047307,u,3,-0.6636194193999809,0.10364599701079968,0.12518927241052125,0.5010816800299353,-0.6636194193999809
59,11112633,g,7,0.5102487226477876,0.2946718152681991,0.7057750170196643,0.6770452918619165,0.5102487226477876
60,11112633,i,6,0.8247234678054405,0.050899951194017024,0.08743039068940162,1.2381993982378663,0.8247234678054405
61,11112633,r,10,0.6790174252058145,0.07723945205784899,0.13012317941505436,0.732526808089778,0.6790174252058145
62,1114110,i,4,-0.4179454252706043,0.1446457958369367,0.4353596771437248,0.5086835633703417,-0.4179454252706043
63,1114110,r,4,-0.41010515024387817,0.06851074585905037,0.13807034963584014,0.3139280653715626,-0.41010515024387817
64,1114110,u,2,-0.8679037461130396,0.044906545586561486,0.0449065455865616,1.393202142869327,-0.8679037461130396
65,11203087,g,3,2.275514498617891,0.24705799524121907,0.4450675269242339,6.034609445025001,2.275514498617891
66,11203087,i,5,1.1941726547344322,0.3327089835767796,0.7441734205506643,4.4500504895307404,1.1941726547344322
