,SNID,Filter,n_points,GOPREAUX_bias,GOPREAUX_mad,GOPREAUX_iqr,GOPREAUX_chi2,median_residuals
0,10018194,g,2,-0.3630426598888492,0.20350874266020758,0.20350874266020758,0.20872277678056017,-0.3630426598888492
1,10018194,i,6,0.4045799991638735,0.11891882216467636,0.20811462801374359,0.9850182375926485,0.4045799991638735
2,10018194,r,4,0.09407824577231358,0.009577041818330911,0.017328142778145275,0.08905714470267706,0.09407824577231358
3,10099918,g,5,-0.18878235620776762,0.09727978200952761,0.1079573487316409,0.12173454264941079,-0.18878235620776762
4,10099918,i,4,0.19099973506749127,0.15005215218016882,0.28020350716921855,0.3259902886460995,0.19099973506749127
5,10099918,r,6,0.018505827518005544,0.08043614876569732,0.1525556484845566,0.22975600370043514,0.018505827518005544
6,10207073,i,4,0.825743557736193,0.3218220227948809,0.6170066140537565,2.183640767787451,0.825743557736193
7,10207073,r,4,0.7798760628061194,0.28077621438805506,0.5181239459112302,3.221137027384207,0.7798760628061194
8,10207073,u,2,-0.6434124065771799,0.2987280173409913,0.2987280173409913,1.3861128024341052,
9,10210387,i,5,0.4973636236493879,0.05542846220984998,0.12466786315550488,1.066696233030457,0.4973636236493879
10,10210387,r,7,0.3065594968164298,0.05943680723636424,0.19363180963800397,2.4440143840360866,0.3065594968164298
11,10210387,u,2,-0.10964330136055632,0.03230381011962892,0.032303810119628934,0.1727951027659823,-0.10964330136055632
12,10379731,i,7,0.44789885544036295,0.18672238741952346,0.3321129272381321,1.0537524643973752,0.44789885544036295
13,10379731,r,9,0.7102652791360832,0.12332612408814403,0.18532138101392492,2.063038651472921,0.7102652791360832
14,1041731,g,7,-1.0372583159881454,0.4276181428002498,0.5698586098002396,1.4021661995946413,-1.0372583159881454
15,1041731,r,6,-0.11574325714613531,0.1451414387607008,0.2642479974950193,0.15578608546579922,-0.11574325714613531
16,1041731,u,7,-0.8407407023502123,0.23951826472392512,0.6379476963470972,1.1804989979143066,-0.8407407023502123
17,10434650,i,10,0.1947761191594105,0.029227190784918977,0.053536276050931725,0.20588044005769052,0.1947761191594105
18,10434650,r,5,0.32745173024175034,0.008356360318707234,0.009561406800727035,0.23871162514086547,0.32745173024175034
19,10496284,g,2,0.037410466535545694,0.022527127747364734,0.022527127747364734,0.036112702613571274,0.037410466535545694
20,10496284,i,2,0.676126755393363,0.13431368442240066,0.13431368442240066,1.849004721360198,0.676126755393363
21,10496284,r,5,0.5035877299917968,0.06233305821660673,0.1143728697447895,4.219270617977211,0.5035877299917968
22,10496284,u,2,0.9846899567605136,0.04095352801167679,0.04095352801167684,8.486813554249505,0.9846899567605136
23,10649545,g,2,0.5073449730233908,0.18859444321568072,0.1885944432156807,0.7108314909221789,0.5073449730233908
24,10649545,i,5,0.5942063409255086,0.25118546941559594,0.2671533923233219,1.1620390304732287,0.5942063409255086
25,10649545,r,5,0.7641988182679114,0.1482779822049638,0.23956367473051654,2.016925875615894,0.7641988182679114
26,10718157,g,6,-0.17429581799091326,0.04797214274183281,0.07621371583585804,0.3833435799546987,-0.17429581799091326
27,10718157,r,6,0.07425191548890489,0.1221791289983952,0.3674217329407414,0.2710139750819079,0.07425191548890489
28,10718157,u,3,0.05772957122967301,0.09332746098470623,0.11888705272828493,0.07759239613837103,0.05772957122967301
29,10847460,g,4,0.2993452350311777,0.3170454301300367,0.6113026183171628,0.196460113305917,0.2993452350311777
30,10847460,i,6,-0.3644513956921631,0.07949002933878269,0.18320369987046364,2.450391557893985,-0.3644513956921631
31,10847460,r,11,0.19919496246961266,0.13973601730693652,0.2590448346369842,0.21747392938674726,0.19919496246961266
32,10847460,u,4,-0.3277343430678178,0.014528222062992868,0.07601875187670731,0.13373742248950357,-0.3277343430678178
33,11018451,i,6,0.3351748579031618,0.012795162627634832,0.02169553284250081,0.8089588271021407,
34,11018451,r,8,0.42213582366219743,0.019657694535116482,0.040254008233980454,0.5319021320542561,
35,11018451,u,5,-0.17998366126733112,0.022029581564606437,0.03846974176127177,0.1879479314041448,-0.17998366126733112
36,11093432,i,3,0.2992314163250128,0.02928526141165999,0.05372436747225218,1.7995989977315616,0.2992314163250128
37,11093432,r,4,0.7155772605455903,0.13545348143819907,0.21338582084255642,1.7708768178419545,0.7155772605455903
38,11093432,u,3,-0.3219876694379512,0.08031683468094342,0.13200993690676657,0.2072268087643503,-0.3219876694379512
39,11251210,i,9,0.7887179245388036,0.08401497012914816,0.2919159089594533,5.332997993818263,0.7887179245388036
40,11251210,r,10,0.5619589727115912,0.07528191250022342,0.1655493375389976,4.951050191239017,0.5619589727115912
41,11251210,u,3,-0.033755532864555196,0.01906155587361026,0.02029366920039044,0.014913267178166635,-0.033755532864555196
42,11261121,g,3,-0.06553557129127341,0.01119205318060909,0.06631313773812574,0.05375924960445919,-0.06553557129127341
43,11261121,i,3,1.3898198525023682,0.1394637438384445,0.2658478970979328,4.440953133832497,1.3898198525023682
44,11261121,r,5,1.1023967869585047,0.3356539043744391,0.4771023612444478,3.6725957597736754,1.1023967869585047
45,11281194,g,2,-0.23300601998067627,0.04052194554250321,0.04052194554250321,0.04836196216944208,
46,11281194,i,5,0.6165258739302485,0.029270271350283483,0.09975691111137919,1.0078361238890428,0.6165258739302485
47,11281194,r,9,0.5126780710814262,0.025122664783575444,0.046231355116233996,0.8882286153378375,
48,11281194,u,4,-0.27697896732853694,0.012579308364383618,0.446131126912135,1.7338580243386343,-0.27697896732853694
49,11306770,g,3,0.004584010510855996,0.00810252208884299,0.025553895183520692,0.0025877157814563332,0.004584010510855996
50,11306770,i,2,0.6228067347082262,0.02093268120178854,0.020932681201788594,1.7902818742946434,0.6228067347082262
51,11306770,r,3,0.6599401687859507,0.018318839065632142,0.05480845134554657,5.578982803956016,0.6599401687859507
52,11306770,u,3,0.40910480127650517,0.030670860191101768,0.03816130091401343,1.0737526414221283,0.40910480127650517
53,11345520,i,5,0.398872090861834,0.08827866257628963,0.4113767840075771,2.7979477789684957,0.398872090861834
54,11345520,r,5,0.8561399330921132,0.1406510264754216,0.20754416709711287,2.5112329372633972,0.8561399330921132
55,11349357,g,2,-0.2907949971361852,0.11767752643663057,0.1176775264366306,0.49702267652558996,-0.2907949971361852
56,11349357,i,5,0.3891817379416346,0.10402987614444947,0.13682773813625604,2.054376534930693,0.3891817379416346
57,11349357,r,4,0.37527288814534787,0.017656206120881146,0.12307261091299865,2.0033595252841874,0.37527288814534787
58,11448092,g,5,-0.011126345432082574,0.06274337729922363,0.11841758635817345,0.011344051361868543,-0.011126345432082574
59,11448092,r,5,0.6521429985201007,0.044949845477513684,0.11162169996633375,3.2055400144543595,0.6521429985201007
60,11448092,u,4,-0.19294939544389816,0.1219526458940497,0.2343665838949191,0.1399499960662542,-0.19294939544389816
61,1157973,g,3,-0.007320688240849388,0.011678384934568298,0.019370983370738754,0.0022747505849109594,-0.007320688240849388
62,1157973,i,5,0.5247316111138108,0.11183437301161203,0.15261197651587444,0.8843844405345406,
63,1157973,r,3,0.38981086928520264,0.012733115834470288,0.013557898267975044,1.502973626314532,
64,11627647,i,4,0.6996091237134813,0.0789962899068169,0.16769275933444694,0.9936370769303869,0.6996091237134813
65,11627647,r,6,0.6356420540759357,0.13259405970413168,0.21600091621025141,1.4156020018705135,0.6356420540759357
66,11684694,g,4,0.3249123042381171,0.08391533669288634,0.2752158240525224,0.3459001833210462,0.3249123042381171
67,11684694,i,2,1.2518374986712768,0.5474457098890988,0.5474457098890988,2.9285017765026304,1.2518374986712768
68,11684694,r,3,1.550683161908963,0.02556111610587042,0.44674681315507403,2.832685668831316,1.550683161908963
69,11684694,u,2,-0.21104622319542238,0.03743765446806807,0.03743765446806807,0.10686069895456501,-0.21104622319542238
70,11735831,g,3,-0.176948161527969,0.05374756939584968,0.05751076254985721,0.07141231826850052,-0.176948161527969
71,11735831,r,4,0.3124389717766287,0.030951774134520882,0.05853115556135097,0.1806786491530725,0.3124389717766287
72,11735831,u,3,-0.44617712032169043,0.009569001245717024,0.09287566475878373,0.4049671403100752,-0.44617712032169043
73,1174053,g,6,-0.10610143738327231,0.018486349200703467,0.22448391194916717,0.1749808603504374,-0.10610143738327231
74,1174053,i,6,0.7745496034345911,0.10683284545486138,0.16053044997447852,4.325405584880623,0.7745496034345911
75,1174053,r,8,0.2918658577408868,0.12868747448245438,0.9286796271422655,1.4984603491091697,0.2918658577408868
76,1174053,u,3,0.033940541062596585,0.00943529133126797,0.033833213366049955,0.007435360812286716,0.033940541062596585
77,11833002,g,4,-0.03634767507291098,0.08041709658775303,0.16347495184313976,0.1496622841451753,-0.03634767507291098
78,11833002,i,6,0.7547716299046289,0.13226396823100034,0.22215096380050559,3.081614329049246,0.7547716299046289
79,11833002,r,12,0.5826453376837482,0.05589147875607359,0.09790410498987534,2.825084103876325,0.5826453376837482
80,11833002,u,5,0.1200892306080738,0.03946189086479837,0.048378333536403334,0.06130768849894751,0.1200892306080738
81,12046334,g,4,-0.19995382190789726,0.02815061596818072,0.08553463334586431,0.5287277232981322,-0.19995382190789726
82,12046334,i,4,0.7141780514513975,0.11621111668339273,0.2084535329526448,4.290596835058334,0.7141780514513975
83,12046334,r,6,0.29973194058121566,0.08678137816471435,0.15640282202628142,1.0291395438752433,0.29973194058121566
84,12046334,u,3,-0.08002144978210804,0.006465942683705414,0.04212570296220876,0.03824092090534905,-0.08002144978210804
85,12145004,i,7,0.27576603922805515,0.09462196797361128,0.1648391195644962,1.0187755009778547,0.27576603922805515
86,12145004,r,6,0.2760478899767506,0.05195316989436069,0.19697813317859542,1.0917764510978258,0.2760478899767506
87,12172580,g,4,0.05758046004719719,0.027986538627656557,0.5680478335826227,1.0735127134538611,0.05758046004719719
88,12172580,r,4,0.25635914628816936,0.05105420749437167,0.07270710261027585,0.804658458129139,0.25635914628816936
89,12172580,u,4,-0.08796916811618348,0.02801746910407514,0.06430671824531943,0.13786410916180944,-0.08796916811618348
90,12371353,g,2,-0.9010190838316112,0.8098642654247148,0.8098642654247148,1.849447530902407,-0.9010190838316112
91,12371353,i,9,0.3044337630242819,0.10335317651444392,0.16708973993308107,0.9144330104863209,0.3044337630242819
92,12371353,r,11,0.014730996641154487,0.04381356426183744,0.06732474284689036,0.07633755709292346,0.014730996641154487
93,12371353,u,4,-1.0079509139694902,0.11837965394816807,0.32271596467276764,1.6318802898759952,-1.0079509139694902
94,12459122,g,4,0.552888287938742,0.04056192013716975,0.4842563063221681,1.6059312391928313,0.552888287938742
95,12459122,i,2,1.3455584229806727,0.44185996965167573,0.4418599696516756,3.2845070716239544,1.3455584229806727
96,12459122,r,2,1.2347789993571463,0.3833017298919347,0.38330172989193456,2.9231626196676097,1.2347789993571463
97,12459122,u,3,0.07587548179933346,0.009671846717520527,0.02596806728883788,0.01985819866374538,0.07587548179933346
98,12562281,g,4,-0.07890570050941785,0.03515294261648323,0.060831094791394355,0.19250996416946348,-0.07890570050941785
99,12562281,i,5,0.6538723232000953,0.07058345967287771,0.11440062792548844,4.665874670894163,0.6538723232000953
100,12562281,r,9,0.41842759056208445,0.10024934999683033,0.1910345759556829,4.330853405741455,0.41842759056208445
101,12607918,g,6,-0.1182510356876818,0.006250367799394196,0.009859643845102656,0.19637749998553974,-0.1182510356876818
102,12607918,i,8,0.8022937124431234,0.15041445787638696,0.3005763694991548,2.5319340327862587,0.8022937124431234
103,12607918,r,8,0.3404041951817167,0.049608279016530143,0.08790717529150244,1.3287229607670779,0.3404041951817167
104,12607918,u,2,0.12124000221483068,0.039598847875285656,0.03959884787528564,0.11755517239150579,0.12124000221483068
105,12625362,g,2,-0.06000119389553152,0.0013950634352254687,0.0013950634352254687,0.05247115962476487,-0.06000119389553152
106,12625362,i,6,0.8074929574899381,0.055197387256066155,0.08887029051450057,14.035853592047983,0.8074929574899381
107,12625362,r,10,0.32445211829756176,0.011139975050668965,0.0183014974372811,1.9231840758861822,0.32445211829756176
108,12625362,u,3,-1.4878869352217516,0.03791319518688985,0.7708106408480491,2.493975445998618,-1.4878869352217516
109,12636480,g,3,-0.03291911279353402,0.012510217245263133,0.048762545048483916,0.034249381881923405,
110,12636480,i,3,0.2010422097776694,0.01827986328771586,0.08903369797316321,0.19599126393633473,0.2010422097776694
111,12636480,r,7,0.22066017605018612,0.08095107762068615,0.14931449414483522,0.9109468374643124,
112,12642341,i,4,0.35742182095472025,0.07682001752788856,0.22625220395393625,0.4397523690381523,0.35742182095472025
113,12642341,r,7,0.39900877282403746,0.06397283132014664,0.16440647774275674,0.8069982057392165,0.39900877282403746
114,12642341,u,2,0.024170669498984915,0.05202016932357098,0.05202016932357098,0.01670622113202404,0.024170669498984915
115,12658695,g,6,0.21864815675872995,0.03387435436486136,0.06417535361674723,0.746677663538212,0.21864815675872995
116,12658695,r,5,0.6816646246959248,0.10722087607657338,0.19704946369001008,10.884631840861628,0.6816646246959248
117,12829315,g,4,-0.25636800623766254,0.0491570942117025,0.1995534681022077,0.3562840997758427,-0.25636800623766254
118,12829315,i,3,0.1082748950026573,0.016387538910378807,0.09317027545031487,0.07287693409921063,0.1082748950026573
119,12829315,r,7,-0.12821427506192307,0.2041943989214895,0.36101704389266437,0.2464267922686278,-0.12821427506192307
120,12829315,u,6,-1.1784462236956394,1.0126156785127107,2.375176659117775,5.009705389905249,-1.1784462236956394
121,12885749,g,3,-0.38918743788079413,0.18177892519382555,0.2548457886955847,0.39893158136193546,-0.38918743788079413
122,12885749,i,9,0.34439042060633146,0.13796579785196406,0.2188720921092937,1.2173431314894136,0.34439042060633146
123,12885749,r,8,0.24429433426678884,0.04220031141667045,0.06130910357459646,0.43945895144308483,0.24429433426678884
