time,mag,magerr,band
59665.10654250232,18.227291399134742,0.07206103203050838,R
59666.52320916898,18.878378907598975,0.21777388211065954,g
59667.81487583565,18.698058495040637,0.07140147933333728,R
59669.27320916898,19.388757579188663,0.21396567823441684,g
59670.77320916898,18.967164509844164,0.08275950513996629,R
59674.93987583565,18.82820356949778,0.21897648059135905,g
59675.06487583565,18.400411108694506,0.0903559813539771,R
59677.64820916898,18.569747518368754,0.18916651086902062,g
59678.18987583565,18.142305174228163,0.07520725010168225,R
59682.39820916898,18.295182924495837,0.20012631705521816,g
59685.77320916898,18.05812359501622,0.07610296146598232,R
59686.10654250232,19.281208058897104,0.22572063531798395,g
59689.56487583565,18.970455254023623,0.1925219943143643,g
59689.60654250232,18.199423429799733,0.05088294645417041,R
59692.39820916898,18.46095179134267,0.06834850467234586,R
59695.27320916898,18.547306956287972,0.07774128763640611,R
59699.27320916898,18.7710138526506,0.07761475502257012,R
59699.81487583565,19.023790379562172,0.220505597753978,g
59702.23154250232,18.754777017900256,0.06497859945468945,R
59704.93987583565,18.818629670798913,0.09801950733906409,R
59708.064875835655,19.45905874722449,0.21550625330199483,g
59708.689875835655,18.77303540177069,0.09360336384302348,R
59712.689875835655,19.08034746612097,0.06549713009803096,R
59715.314875835655,19.267302120387768,0.07310679158105984,R
59716.189875835655,19.812047174923304,0.23354767500079132,g
59719.14820916898,20.109449655474965,0.22953969760089699,g
59719.89820916898,19.228684943948902,0.09067342680738745,R
59721.689875835655,20.327309689545483,0.2041176873476144,g
59722.77320916898,19.665332369885395,0.0751787097861395,R
59724.77320916898,21.08536804856274,0.23104768048601212,g
59724.77320916898,19.712745641850166,0.09172551817007561,R
59728.189875835655,19.804342291607124,0.06471689732399397,R
59730.439875835655,20.838703007185412,0.2269540723743823,g
