time,mag,magerr,band
60659.16444917388,20.654090334528444,0.21902833792665086,g
60659.16444917388,19.9610629270052,0.09688426718019248,R
60661.41444917388,21.126681335006758,0.19246524208025798,g
60663.41444917388,20.7368793347071,0.053680971550167045,R
60663.66444917388,20.663932901590744,0.209526532449021,g
60666.41444917388,19.86444697018084,0.06631206811556677,R
60668.16444917388,19.993272869162,0.19802881917412818,g
60668.497782507206,19.190033238307514,0.061548455598681266,R
60671.33111584054,19.000709178117155,0.07690259042652349,R
60674.747782507206,19.56200381581512,0.2177032089717414,g
60675.03944917388,19.0080231706971,0.08955317452401766,R
60676.91444917388,19.81687699686115,0.18624568765777086,g
60679.66444917388,19.529562292089917,0.08274476871876292,R
60681.03944917388,19.821904985626425,0.18979719299304984,g
60682.08111584054,19.512410648514024,0.07551294942091823,R
60683.45611584054,19.504287109258698,0.22513254105432287,g
60686.03944917388,19.636909251715558,0.09811407001841309,R
60687.247782507206,20.207819696061485,0.22196050534527859,g
60689.33111584054,20.650332794399958,0.20497837625903523,g
60689.78944917388,19.90011070443643,0.06633300710288559,R
60693.83111584054,21.051877131731242,0.2058754974698598,g
60696.91444917388,20.084166282783716,0.09894099879787863,R
60699.78944917388,20.663279848412778,0.20754204792857234,g
60700.37278250721,20.189645883331334,0.09887718808105164,R
60702.16444917388,20.789709439550467,0.21302392429613248,g
60703.91444917388,20.304644250869803,0.09523990369540951,R
60706.74778250721,20.280911286916357,0.0664728284381498,R
60707.03944917388,21.617473188328162,0.22816483515864008,g
60709.91444917388,21.28866777093713,0.18403369553314694,g
60710.16444917388,20.42603128772031,0.08067594196327334,R
60712.24778250721,21.69814104604101,0.2301903915651117,g
60714.12278250721,20.44059133954678,0.09851813708446909,R
60715.12278250721,22.03907832892947,0.23002441066970114,g
60717.87278250721,20.869914632292335,0.05868058723332402,R
60718.74778250721,22.649794401026707,0.19496668380536486,g
60720.37278250721,20.749541529584107,0.07901193830510546,R
60721.37278250721,22.570347922451692,0.21295605093386882,g
60724.45611584054,21.517124881964307,0.2138829173371118,g
