time,mag,magerr,band
59325.853120026746,20.00735601950811,0.17548430397654208,g
59328.728120026746,20.374195752624612,0.1971995939963715,g
59328.93645336008,20.197237871872147,0.06635395010674218,R
59332.68645336008,20.736049941413693,0.16879214671788692,g
59332.978120026746,20.225517164076386,0.07559633282248547,R
59335.103120026746,20.907362797515766,0.16053677691864088,g
59336.39478669341,20.322655319194688,0.08705397774223443,R
59338.06145336008,20.771065940859415,0.202985403161596,g
59338.76978669341,19.99303524650502,0.053352243692208534,R
59340.39478669341,20.724000880764336,0.2017183872332533,g
59343.228120026746,20.148274042587307,0.08627725273037656,R
59346.39478669341,20.802973828684838,0.18896162032919062,g
59352.06145336008,20.43135869865955,0.17940954583333338,g
59355.18645336008,19.9636747033893,0.08116189071500085,R
59355.89478669341,21.43581156449477,0.16942274184779357,g
59358.93645336008,20.337818363111996,0.0530501779252826,R
59361.31145336008,20.324243934334298,0.08361510642507193,R
59363.353120026746,20.446897629287047,0.08881200306761866,R
59366.26978669342,21.65583161863131,0.17992558230823497,g
59366.89478669342,21.05200321521353,0.05292271201319307,R
59369.103120026746,21.58540146263079,0.1947948120947341,g
59371.68645336008,21.70203435907193,0.19938197468057367,g
59372.228120026746,21.053706701434265,0.09550274730180272,R
59376.56145336008,20.973711615214235,0.06898481372668935,R
59378.39478669342,22.64994804979976,0.17999653782273262,g
59378.56145336008,20.61734808131377,0.0942279636277348,R
59380.64478669342,22.538917110979092,0.19323710797590032,g
59381.353120026746,21.355631419193386,0.08847321082632953,R
59383.01978669342,22.135237794795813,0.16308355047635284,g
59385.76978669342,21.40923479589081,0.09394062538800636,R
59385.853120026746,22.567417191352646,0.16255568560141045,g
59387.853120026746,21.56454281721231,0.05367196599732452,R
59388.103120026746,22.128534493769685,0.18838386287119327,g
59389.853120026746,21.76118159426156,0.0797594769394628,R
