time,mag,magerr,band
58226.57435438705,19.883548917724088,0.19079122087929634,R
58228.11602105371,20.96406822349056,0.22305628224471538,g
58228.61602105371,21.507601478830356,0.2077414092779323,R
58231.49102105371,22.92254619093264,0.23377536816381977,g
58231.94935438705,22.154052117880905,0.2353830369286834,R
58233.82435438705,22.51807621682015,0.19196953725114183,g
58235.32435438705,22.009597264855287,0.19328335312085698,R
58236.03268772038,22.278409868658517,0.22778132005179863,g
58238.07435438705,22.586434226530063,0.21753559768026112,g
58239.49102105371,22.632974360685175,0.19503612444865837,R
58241.49102105371,21.42601701745969,0.21849816359165772,R
58241.74102105371,22.44254828317883,0.19581589666139718,g
58244.61602105371,21.982586909664825,0.206518025776377,g
58245.11602105371,21.91640757908727,0.2164844129332114,R
58246.65768772038,22.39324257313699,0.19060564956360398,g
58247.19935438705,21.60527395187599,0.22338093952483323,R
58249.44935438705,22.35699145575348,0.22183983873189855,g
58249.49102105371,21.723243810036635,0.2227357643770806,R
58251.53268772038,21.8018574932271,0.18679286461784686,R
58251.94935438705,22.030559711820185,0.20908493783434462,g
58255.61602105371,21.87913497580497,0.2058960663380926,R
58257.86602105371,22.85983496429486,0.20207888518403525,g
58259.82435438705,23.196724244782335,0.2277270220249395,R
58262.57435438705,22.489500630669223,0.22977346229535545,R
58263.28268772038,23.614843729118032,0.2047090872083891,g
58264.69935438705,22.045515828437527,0.20516406752777294,R
58266.86602105371,22.930105129077216,0.190972337413004,R
58269.407687720384,24.443843785503446,0.1969193784077908,g
58269.44935438705,22.958385041248164,0.20166896316833052,R
58273.24102105371,22.595384001621774,0.21593031844779512,R
58274.49102105371,24.33860553569454,0.20282708323833093,g
58276.61602105371,23.89388408756596,0.21002779770480734,g
58280.157687720384,24.1897757165577,0.22332069860822104,R
58280.19935438705,24.590897086122194,0.20989708060482262,g
58283.407687720384,23.578286217639207,0.22614883166129301,R
58283.907687720384,25.42144255356032,0.21342756807684501,g
