time,mag,magerr,band
60119.179045736935,21.33111420815895,0.2767495507576138,g
60119.2207124036,20.84289541024888,0.08012856023919795,R
60123.3457124036,21.1063845036677,0.1056360922672503,R
60126.4707124036,21.845605523684192,0.26075346765638735,g
60127.262379070264,20.42486772475756,0.11251347426165884,R
60130.554045736935,19.94041773083084,0.1247058059881683,R
60130.554045736935,20.246077071303375,0.2581786445375052,g
60132.9707124036,19.53783975225784,0.11688411931767183,R
60133.012379070264,20.7039183738703,0.28162048746941887,g
60135.9707124036,19.688762882384367,0.09861738130682192,R
60136.012379070264,19.69205262472838,0.2890272918782938,g
60138.304045736935,19.530063559815826,0.11393421107987342,R
60138.637379070264,19.092983942474373,0.2859532697241956,g
60142.554045736935,19.131469012396494,0.07957927165075608,R
60144.7207124036,19.410304296907768,0.10258931703657381,R
60146.429045736935,20.64570335539913,0.26879019687090394,g
60149.137379070264,19.625952195029903,0.12637093306988545,R
60151.262379070264,20.571038925606974,0.2704594115575191,g
60153.304045736935,19.962242958201134,0.10923569300812619,R
60153.929045736935,20.444111306646963,0.27877183171754905,g
60155.9707124036,20.007644329229546,0.09099654593994598,R
60157.054045736935,20.836110226614394,0.27976419801562935,g
60158.054045736935,20.117295222160852,0.1115095150254406,R
60160.887379070264,20.922425426647308,0.25178879644540164,g
60163.2207124036,21.645751194428374,0.2445073765302823,g
60164.429045736935,20.303247933759902,0.07825199215839912,R
60165.429045736935,21.665836780263337,0.2622934304376614,g
60166.51237907027,20.291659811992485,0.08736734541208338,R
60168.76237907027,20.680901120858458,0.11191310445345203,R
60169.01237907027,21.10823931663952,0.25316319725552516,g
60172.429045736935,20.885812107584865,0.24310042990084949,g
60174.8457124036,22.25033156771216,0.28069972893069595,g
60177.179045736935,21.47322169986302,0.12255358031638616,R
60179.804045736935,22.44288731758816,0.26840530300048576,g
60181.4707124036,21.64344930908566,0.1061798593362419,R
60184.3457124036,22.67332423555583,0.26182486805628624,g
