time,mag,magerr,band
59206.016941257396,18.371829386743016,0.07708457182078242,g
59206.05860792406,17.730555359274366,0.04575825205744857,R
59210.350274590724,18.891165811148305,0.05471485217306144,g
59210.850274590724,18.562868470617776,0.012891692609721492,R
59214.05860792406,17.696788853838097,0.016567737140156122,R
59216.350274590724,17.319701531702503,0.033264904755366975,R
59218.391941257396,17.364994941623465,0.016768487763559266,R
59219.266941257396,17.72055982658208,0.04942041538768003,g
59221.766941257396,17.80186656719445,0.05824220182424843,g
59222.475274590724,17.391023396588135,0.026064252641603593,R
59225.55860792406,18.42085407913249,0.07287184717928556,g
59226.725274590724,17.631180649818674,0.03239517648708124,R
59227.600274590724,18.356396074838177,0.042677965292244886,g
59228.766941257396,17.94890231947154,0.03716965466108545,R
59231.516941257396,18.921069357748294,0.08122710465278796,g
59234.891941257396,18.354412846241264,0.015217527922282897,R
59235.05860792406,19.204258864104425,0.04173484623291583,g
59238.016941257396,19.246916036064498,0.0736382487160612,g
59239.516941257396,18.61568028858774,0.031276597322234076,R
59240.641941257396,19.61757744498995,0.07640231156497324,g
59242.266941257396,18.828258489259017,0.04100839094050247,R
59243.600274590724,19.688094046498364,0.047181911575952286,g
59245.475274590724,18.98166167707444,0.013119413886367327,R
59245.80860792406,19.674204725862513,0.04520393882780824,g
59247.93360792406,19.024190903575533,0.027847265717076183,R
59251.68360792406,18.985655552836693,0.01608205491379815,R
59254.016941257396,19.2137120746389,0.019054665897234792,R
59254.391941257396,20.107601507833827,0.05695493544140665,g
59257.100274590724,20.333021842865826,0.0637541460056845,g
59257.975274590724,19.229291589624225,0.04108054302591182,R
59259.141941257396,20.495447195698198,0.08172200038273966,g
59262.391941257396,20.382837585139523,0.06301365050072485,g
59262.891941257396,19.206259338581653,0.04414193733448115,R
59264.93360792406,20.49933460608132,0.06722972595999031,g
59264.975274590724,19.27135780098223,0.042314292619019,R
59267.475274590724,20.573056221995863,0.05430746192086508,g
59267.68360792406,19.399461793510405,0.03769239979283294,R
