time,mag,magerr,band
58813.0545659522,19.35063811602591,0.16034664541544405,R
58813.76289928553,20.404932429745816,0.1804976760387342,g
58816.13789928553,19.736030601052253,0.13898762911200463,R
58818.13789928553,19.255257304806655,0.2217329551161403,g
58819.6795659522,18.597642492997682,0.1344763320700919,R
58821.09623261887,19.220248332699864,0.17734334588708023,g
58822.0545659522,18.65923625982204,0.15288790343020905,R
58823.47123261887,19.772105613462532,0.18236758620066892,g
58824.97123261887,18.605407554312126,0.12897099977396703,R
58827.1795659522,18.88458940663715,0.20187652542205028,g
58830.1795659522,19.877674613698456,0.20837816124594666,g
58830.1795659522,18.651534385101527,0.1186061767311947,R
58833.34623261887,19.21316627624276,0.19101368412943048,g
58835.88789928553,19.96899436416248,0.18820485358279473,g
58836.38789928553,19.224303487757883,0.12085583881095474,R
58838.13789928553,20.07475251335068,0.20216132313516474,g
58839.22123261887,19.377084876006528,0.13218244485424913,R
58841.4295659522,19.227025854993144,0.1269957568753197,R
58842.01289928553,20.794550417268617,0.17944166984629004,g
58845.3045659522,19.27805817258789,0.1166448081767601,R
58846.88789928553,20.519696079205545,0.1738441953050722,g
58847.6795659522,19.61499724552758,0.11873547195220867,R
58849.76289928553,21.22061771603085,0.1857773604105669,g
58853.63789928553,20.37720523781819,0.20801442724041366,g
58853.84623261887,19.795932450788246,0.16240246751999712,R
58855.72123261887,20.85541586506486,0.19323198552094994,g
58856.01289928553,19.513078946685074,0.14936677889151567,R
58858.38789928553,21.34905035813856,0.18822867630788584,g
58861.01289928553,20.150079831831285,0.12408776190154144,R
58865.0545659522,20.55098102176061,0.14104366518372202,R
58866.01289928553,22.493994222802698,0.21819333147430134,g
58867.51289928553,20.45504027964673,0.1619957581972386,R
58868.38789928553,21.330613717843356,0.20427619616156775,g
58870.38789928553,20.36700562178095,0.1338256566518493,R
58870.59623261887,21.948101065727055,0.20758033020974184,g
58873.8045659522,20.83169155930212,0.1539407789681143,R
58874.26289928553,22.330075243760884,0.18047964700066033,g
