time,mag,magerr,band
59476.27510973267,17.39858465071867,0.07384012184626805,g
59477.108443066005,17.362566324530583,0.01762956834491291,R
59479.31677639933,18.36719342153331,0.03574470897312368,R
59480.483443066005,18.82189906279091,0.08208561394490915,g
59484.15010973267,18.363854624793916,0.015193374946676424,R
59485.15010973267,18.437594495830144,0.07773646984327183,g
59487.02510973267,17.970314075393965,0.008093904859775125,R
59487.31677639933,18.323161035821883,0.04519160318630837,g
59489.77510973267,17.675856487857324,0.00047224076698696923,R
59495.108443066005,17.60320613692651,0.04679620964247014,R
59495.983443066005,18.30177201988188,0.07029704278886116,g
59500.40010973267,18.48863624893843,0.07945903188227424,g
59501.40010973267,18.0064193792887,0.043882675269665314,R
59502.77510973267,18.961000417145325,0.08339709261732156,g
59504.81677639933,18.177956513948157,0.019434913813904713,R
59504.94177639933,18.85949374544745,0.03922407500189283,g
59507.108443066005,18.347506619858514,0.015873789538516078,R
59507.608443066005,19.01406813782332,0.048146890152915026,g
59509.358443066005,18.480954890886093,0.02978938727736561,R
59509.858443066005,19.490988075685035,0.038835126409985946,g
59513.06677639934,18.564777602726284,0.03750314348030778,R
59513.233443066005,19.419918108468796,0.07169358433989279,g
59516.108443066005,18.769298275480352,0.03978796958170548,R
59517.233443066005,19.642546281892756,0.07783242033364886,g
59519.108443066005,18.85171987265743,0.02068376517335635,R
59520.108443066005,19.856089950415,0.041027863098235,g
59522.358443066005,19.88261798288407,0.03930408020929765,g
59524.65010973267,19.013665141260176,0.018723383085710994,R
59525.233443066005,19.992099017218564,0.08367715777517105,g
59527.27510973267,20.086638718841414,0.06957589778040535,g
59530.44177639934,19.141542509157432,0.008709716189795658,R
59532.52510973267,20.454312388915866,0.0531034839279468,g
59532.56677639934,19.208444640845155,0.00446435052140241,R
59535.108443066005,20.42604577322909,0.0711687389269052,g
59536.15010973267,19.226085948226853,0.04304820038694304,R
59538.69177639934,20.61992522186558,0.08134868010597814,g
59539.77510973267,19.2829521162242,0.017408763717009407,R
