time,mag,magerr,band
59757.58287041687,19.132352910398186,0.2068296561305641,g
59757.62453708353,18.44771204330022,0.12649298216001545,R
59760.666203750196,20.546733672086386,0.14688988042201784,R
59762.74953708353,19.949571805702092,0.17459189715295473,g
59764.33287041687,19.971032717007656,0.14619745026509232,R
59765.95787041687,19.809548494624526,0.17381442018869106,g
59766.95787041687,19.122788407705894,0.11638341572790414,R
59768.291203750196,19.630175608642098,0.1952074216002736,g
59771.541203750196,19.049972404050397,0.1160144110996239,R
59771.916203750196,20.05641412923823,0.1778756357253145,g
59773.99953708353,18.71456126838931,0.15491561113526262,R
59774.166203750196,20.653664209898185,0.21218295033672424,g
59776.95787041687,19.252672622404365,0.12935501754028356,R
59777.87453708353,19.93722767358588,0.2016937950053758,g
59780.70787041687,19.762522659870108,0.16038518063391186,R
59782.95787041687,20.5178150105603,0.2191601198584509,g
59785.541203750196,20.73660737225529,0.17500582008434024,g
59786.08287041687,20.343354334424273,0.11641921412004236,R
59787.95787041687,21.386858970449758,0.21047149791926878,g
59788.37453708353,20.537877854202435,0.12957701940835137,R
59791.12453708353,20.676133290901355,0.17461891873892615,g
59791.666203750196,20.836851858759697,0.14321397474642536,R
59795.58287041687,22.125766821832165,0.1991364488335566,g
59796.20787041687,20.419933341287226,0.13288445523046227,R
59799.041203750196,21.499695007217454,0.1874563118797968,g
59799.666203750196,21.22332774109898,0.1574699003560194,R
59803.166203750196,21.672162331490597,0.18119874398913413,g
59804.416203750196,20.735446883220785,0.13107439275878316,R
59805.95787041687,22.245076668203197,0.20585342886672658,g
59808.416203750196,22.043031958109182,0.18487557116493553,g
59808.541203750196,20.866111013284065,0.14010746305207603,R
59810.62453708353,22.51069553555983,0.18234584555251365,g
59812.291203750196,20.77971575120212,0.13784088941760933,R
59813.95787041687,22.598781809427397,0.18016217104218574,g
59815.62453708353,21.25040404981694,0.14422601384483563,R
59818.416203750196,20.63788260170321,0.12944282067815382,R
59818.99953708353,23.300100342468834,0.19505269897028915,g
