time,mag,magerr,band
58061.612191197106,20.55327958392111,0.08817654285387191,g
58062.320524530434,18.568451334174117,0.056905449199879686,R
58063.77885786377,19.245184614809617,0.09072637458495207,g
58066.02885786377,19.827701656173065,0.08410125493434915,R
58066.612191197106,20.02525986734697,0.10938618031761949,g
58069.52885786377,20.309840035668852,0.0752571286589801,R
58070.40385786377,20.71529626150015,0.09840199155719147,g
58071.90385786377,20.02916710499456,0.05193142435432063,R
58072.570524530434,20.558137667524687,0.12359477466323193,g
58074.070524530434,20.030925491430963,0.04757948999873941,R
58074.862191197106,20.510922124050314,0.12122124824896824,g
58077.27885786377,19.923801766596675,0.08613520307386144,R
58079.362191197106,20.60672138030853,0.08947015491130975,g
58080.15385786377,19.926459727213935,0.08023071983660962,R
58081.487191197106,20.35927985807296,0.08590451826779927,g
58082.320524530434,20.010580277680223,0.062204232146155634,R
58084.487191197106,20.22372559383421,0.07919884097992788,R
58087.90385786377,21.144770823642254,0.12763648960505702,g
58088.02885786377,20.195497369885118,0.045777327734963305,R
58090.737191197106,21.523992192415104,0.12072951621410617,g
58091.070524530434,20.533378720926766,0.07314932412334146,R
58092.987191197106,21.233786317322807,0.1032941501229612,g
58094.737191197106,20.30356497571695,0.04989301155719235,R
58095.15385786377,21.84550127164202,0.091189730725387,g
58098.02885786377,21.897578392286626,0.12133305044000954,g
58098.362191197106,21.00359715603455,0.04120566444597114,R
58100.570524530434,22.071815641310998,0.08564820552607338,g
58100.695524530434,21.014493957304765,0.07954310613680693,R
58102.695524530434,22.211519838542955,0.08589069272355335,g
58103.40385786377,21.38694785643655,0.06280917939496289,R
58104.987191197106,22.45726891932216,0.09803654925806868,g
58106.15385786377,21.57374248841667,0.05757045606793563,R
58107.02885786377,22.75093823892348,0.11508856360077326,g
58108.40385786377,21.709435405548277,0.05715689006443829,R
58109.237191197106,22.649948848565096,0.08967950592661551,g
58111.02885786377,21.89990885670734,0.04133822335625866,R
