time,mag,magerr,band
60050.24835958597,20.309701557232064,0.1972248178459921,g
60051.62335958597,22.022142393758518,0.207629422894774,R
60052.706692919295,22.68990999417771,0.23518604634155413,g
60053.62335958597,21.827105642835235,0.22468741266487313,R
60055.24835958597,23.452734422504687,0.23110510276587182,g
60055.91502625263,22.771372307546617,0.22858852900447366,R
60057.24835958597,22.940000986047064,0.22309998715346155,g
60058.91502625263,23.175795414738058,0.2225623362710376,R
60060.16502625263,23.35126793936329,0.2002124537697044,g
60062.331692919295,22.414123633589455,0.19538910415663502,R
60065.66502625263,22.220441262549066,0.22046740309126703,R
60065.99835958597,22.695430988225002,0.22370906583878483,g
60067.91502625263,22.44737229400639,0.22558887584989631,R
60068.41502625263,22.27339330016259,0.20162377077851623,g
60070.66502625263,22.349908276691878,0.1860631720469332,R
60070.66502625263,23.59800526668798,0.19007642670090927,g
60073.16502625263,21.543866917223408,0.20068401830596547,R
60075.706692919295,22.570376274648194,0.19170362460987045,g
60077.37335958597,22.81878129199724,0.2243843659132838,R
60079.62335958597,22.76869648591215,0.1861347400674984,g
60081.54002625263,22.811903792232826,0.1951408430325823,R
60083.41502625263,25.032862763637567,0.1997766731812685,g
60084.956692919295,22.976508233791428,0.20565564746007922,R
60087.16502625263,23.96042980521168,0.21786463201905862,g
60087.49835958597,23.689165417006368,0.21027073214937758,R
60091.91502625263,23.285538925551048,0.21531830856824172,R
60093.7066929193,24.20824737430772,0.20558583957797075,g
60094.12335958597,24.493016665563186,0.2008292839025087,R
60096.54002625263,24.312414008396626,0.20399410846346822,R
60097.3316929193,24.918910643312728,0.22027781718255576,g
60100.04002625263,24.585770337486263,0.21558114226218536,R
60100.0816929193,25.63753563306846,0.22611161784698053,g
60102.2066929193,25.650275661578664,0.21960022499623993,g
60104.16502625263,24.630613894807407,0.20740781269325193,R
60104.3316929193,25.64744404500391,0.22960271599452037,g
60106.16502625263,24.98254769041912,0.22557049327625806,R
60107.04002625263,26.23708162904853,0.21740857914813433,g
60108.29002625263,24.872685560866188,0.19786634163433245,R
