SN2020adnx,0.06126906726921863,0.024949275664873555
SN2020ikq,0.10880803202534155,0.062310731185286676
SN2020rsc,0.21106656949055572,0.21085861802276004
SN2020sbw,0.15597687387282913,0.07788722363924931
SN2020urc,0.26615589747429996,0.10306694237887246
SN2021gno,0.06401224323251334,0.034560637455319315
SN2021pb,0.1979460964077326,0.13796572890136652
SN2022hnt,0.20855823486396652,0.07489262786042074
SN2022qzr,0.04671094092903928,0.03761271946623096
SN2023gwl,0.1841714156619436,0.0747817679050917
SN2024zsw,0.20855823486396652,0.07489262786042074
